mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
1760	106370:1996:5433555 272631:364:3268130 83332:391:4411459 262316:531:4829708 83331:391:4403764 243243:594:5475418 269800:1558:3642176 216594:372:6659998 267747:305:2560192 281090:418:2584085 196627:1970:3309328 246196:1066:6988136 391037:2823:5786288 419947:391:4419904 350054:891:5982537 340322:1988:3363153 336982:391:4424362 369723:3008:5183258 350058:996:6491792 31964:929:3403567 218496:204:925865 36809:453:5090345 405948:3502:8212732 290340:3409:5226429 266940:4246:4956453 298653:2685:8981969 227882:3933:9119749 362242:393:5631533 455632:4000:8545856 257309:1793:2488562 233413:389:4345419 410289:377:4374449 504474:889:2369146 288705:1142:3155177 351607:623:2443467 196162:1898:5293539 196164:1596:3147017 443906:1017:3395018 101510:2411:9702445 367928:761:2089572 203267:231:927230 290399:2623:5070186 100226:4424:9054628 164757:874:6048352 164756:852:5920377 247156:2070:6292125 205913:637:2389307 326424:2255:7497861 189918:852:6255860 306537:1058:2476676 206672:629:2260120 
405416	405416:1774902:3996542 
1764	262316:2404930:4829708 243243:2404329:5475418 
1765	410289:128852:4374449 233413:126573:4345419 
106370	106370:5420825:5433555 
1140	1140:176519:2742123 
1268	290399:4405:5070186 288705:2036:3155177 290340:3504:5226429 
69014	69014:2087834:2088664 
135720	272831:170198:2194888 374833:169444:2153343 
666	243277:3136688:4033318 345073:3139341:4132173 
1148	1148:3945270:3946654 
64471	64471:2599232:2606675 
325240	325240:3450797:5342531 
662	243277:8748:4033318 338187:16352:6058158 223926:20361:5165624 216895:22009:5126550 196600:25866:5259867 345073:11036:4132173 
240292	240292:6742337:7068309 
32036	413404:1036:1160709 412965:1043:1022081 
315456	315456:1446296:1587021 
390874	390874:891166:1823438 
32033	291331:1272:4941366 316273:4048:5419787 160492:3718:2731531 342109:1279:4940144 183190:1312:2521002 340:1277:5078929 190485:1277:5076115 190486:1403:5273955 405441:1311:2573841 314565:1282:5148635 405440:1312:2475057 
2092	233150:90:1012727 273119:208:751646 505682:208:751606 243273:15:580003 272633:65:1358560 
331111	331111:1177859:5248777 
321956	321956:565320:1856878 
186497	186497:1903425:1908183 
2099	262719:619777:897332 295358:581463:892685 262722:549829:920006 
399726	399726:1030983:2457186 
208963	208963:2958871:6537575 
357244	357244:1715797:2126978 
467705	467705:2163305:2196589 
543	243265:3586:5688914 198215:3041294:4599281 511145:3100677:4641579 386585:2913811:5594258 349747:15294:4934906 349746:138153:4686795 364106:1652586:5179825 36870:290:702858 360102:193454:4879544 300268:3301442:4646374 224915:124:618233 331111:3493969:5248777 481805:3174898:4746145 209261:76793:4791888 331112:3187533:4643465 300267:2573102:4560692 273123:56496:4840679 377628:83506:4646067 187410:124573:4701599 362663:1597370:4938847 107806:100:655506 399742:27300:4676315 218491:14867:5063946 272620:73017:5694456 290339:54827:4530558 290338:176457:4735138 41514:48221:4600727 386656:105255:4725643 344609:3347722:4874221 502800:15217:4689368 399741:19783:5495511 229193:122847:4802852 372461:92:416307 405955:1599896:5497434 214092:136648:4733426 198804:60:641381 291272:189:791581 321314:72048:4943781 343509:7370:4292210 155864:2918273:5620376 373384:3014031:4574211 99287:57782:4951225 316385:3129192:4686064 203907:180:705484 300269:3538678:5054951 198214:3049245:4828674 1016998:59161:4858814 220341:92263:5133494 393305:29908:4683474 338565:13714:4067426 199310:1647973:5231355 
69657	228405:50:3704948 394221:134:3368707 
360095	360095:1440125:1444948 
64091	64091:27131:2570791 
330779	330779:2225518:2225886 
2242	64091:2543263:2570791 478009:2445368:2668411 
114277	452659:587401:1268128 272944:651980:1268682 293614:58351:1230987 416276:415529:1376038 315456:130165:1587021 392021:584558:1257637 
1314	293653:1538451:1838489 160491:1602196:1841198 286636:1581436:1899804 160490:1542331:1852360 186103:1628505:1894944 319701:1615029:1897500 193567:1606399:1894202 370552:1614542:1928179 370553:1548830:1860282 370551:1590973:1836394 198466:1609770:1900448 370554:1567909:1937038 
1313	516950:1629962:2209125 373153:2020663:2046042 487214:1545507:2245542 170187:1713630:2160769 171101:2017635:2038542 
1311	211110:1559202:2211412 208435:1704559:2160194 205921:1598438:2127766 
455434	455434:18396:1139384 
222891	222891:858857:858933 
28901	41514:368018:4600727 99287:279167:4951225 1016998:271211:4858814 220341:251187:5133494 321314:259342:4943781 209261:251925:4791888 
158878	158878:13840:2903490 
402612	402612:2853482:2860309 
94122	94122:4559525:5251000 
443906	443906:3261548:3395018 
152480	398577:1440111:7642244 339670:1443551:7528275 
482957	482957:8222725:8676058 
118969	434922:2:2212791 360115:2:2053598 227377:2:2032528 
271848	271848:6313707:6723826 
272632	272632:1170070:1211630 
177416	177416:0:1892702 
413999	413999:189368:3903114 
335284	335284:3055873:3100951 
85009	196162:29:5293539 267747:16:2560192 
335283	335283:2743732:2781605 
247156	247156:6284749:6292125 
2419	243274:38:1860652 381764:64:1948868 126740:38:1877620 391009:134:1915165 416591:36:2135269 390874:40:1823438 
1385	66692:1859:4303798 418127:1155:2880095 222523:1366:5432506 226900:1461:5426937 420246:467:3607866 279010:4066:8445096 359786:1349:2936983 359787:1350:2936790 426430:1160:2878824 196620:1374:2820389 169963:3191:2944455 367830:1154:2917177 444177:2784:4817317 342451:1470:2577680 281309:1613:5314648 158879:1166:2839323 158878:1155:2903490 315749:1926:4094013 412694:1562:5312884 176279:1323:2643694 265669:3190:2905114 315750:2360:3704392 260799:1219:5228590 224308:3228:4215533 315730:1428:5872378 235909:705:3592520 262543:1495:3040567 272626:3219:3092967 279808:1065:2684942 272558:1893:4202279 176280:1076:2564104 221109:996:3630455 282459:1376:2820308 282458:1130:2902546 451516:1160:2899810 273036:1162:2742458 93062:1365:2813716 93061:1085:2821288 198094:1219:5227220 261594:1219:5503707 326423:3144:3918516 288681:1460:5842797 386043:3210:2814057 
1386	66692:2903:4303798 260799:2917:5228590 222523:3267:5432506 226900:3230:5426937 272558:4400:4202279 198094:2917:5227220 224308:13919:4215533 261594:2917:5503707 412694:3685:5312884 315749:5901:4094013 326423:14251:3918516 279010:18990:8445096 315750:12684:3704392 315730:3105:5872378 281309:3669:5314648 288681:3483:5842797 
85006	290399:322:5070186 288705:196:3155177 31964:281:3403567 218496:17:925865 443906:347:3395018 290340:713:5226429 281090:173:2584085 203267:25:927230 
85007	233413:217:4345419 272631:155:3268130 83332:217:4411459 262316:495:4829708 83331:225:4403764 504474:435:2369146 216594:218:6659998 196627:677:3309328 246196:741:6988136 350054:774:5982537 340322:772:3363153 336982:208:4424362 350058:886:6491792 36809:338:5090345 257309:815:2488562 362242:213:5631533 419947:216:4419904 410289:217:4374449 243243:477:5475418 196164:730:3147017 101510:2040:9702445 164757:975:6048352 164756:912:5920377 247156:3168:6292125 189918:912:6255860 306537:330:2476676 
355278	355278:5763:3955870 
349106	349106:2986977:2994830 
349101	349101:2863061:4489161 
62322	325240:1781547:5342531 399599:2318663:5547252 402882:2321207:5312764 
349102	349102:4519094:4556689 
266117	266117:3225551:3225675 
364106	364106:240067:5179825 
274493	319225:31331:2364769 290318:24900:1966785 340177:183:2572006 331678:23364:2736330 290317:1337:3133829 
61435	255470:757295:1395429 216389:758831:1341819 243164:35607:1469647 
31989	349101:3592:4489161 318586:2819:5235975 349102:2850:4556689 272943:2679:4602466 292414:5907:4153480 375451:1150:4330869 246200:3881:4600902 398580:3754:4417430 290400:1399:4403903 
383372	383372:5721086:5723225 
366394	366394:6748034:6817284 
338963	338963:3663863:3665820 
319224	319224:1631639:4659147 
338966	338966:4215032:4240900 
267747	267747:2559682:2560192 
267748	267748:777003:777006 
367737	367737:2338813:2341178 
338969	338969:4963710:4969638 
198094	198094:1720:5227220 
200644	376686:72:6096799 402612:72:2860309 444179:10:245457 
257314	257314:1949820:1992603 
76869	76869:5784406:6078357 
837	431947:1150732:2354813 242619:1118339:2343403 
269800	269800:3640494:3642176 
279238	279238:4228660:4233095 
70601	70601:1732656:1738432 
265669	265669:2459769:2905114 
188937	188937:5738271:5751419 
419947	419947:5036:4419904 
279808	279808:2581675:2684942 
12916	232721:4016:4584935 397945:4492:5352699 
1239	477974:90:2349403 516950:2432:2209125 210007:835:2032852 293653:1110:1838489 370552:1110:1928179 370553:1110:1860282 321956:458:1856878 370551:1110:1836394 246194:248:2401447 370554:6625:1937038 399726:180:2457186 467705:756:2196589 212717:179:2873187 315750:1664:3704392 224308:2783:4215533 288681:2464:5842797 272558:1263:4202279 431943:1386:4023654 299768:1092:1796153 388919:819:2388362 441772:681:4012772 441771:578:3760487 441770:606:3863377 171101:864:2038542 349161:614:3608031 195102:766:3085594 195103:616:3256610 935198:517:3847823 264732:31:2628711 222523:3449:5432506 226900:2452:5426937 203119:168:3843228 420246:1861:3607866 426430:785:2878824 367830:785:2917177 193567:925:1894202 349519:400:1896249 350688:1440:3123485 412694:2702:5312884 196620:942:2820389 370438:116:3025302 265669:1344:2905114 226185:5360:3359682 413999:691:3903114 357809:376:4847521 279808:783:2684942 334390:783:2098612 390333:444:1864925 282459:929:2820308 282458:785:2902546 273036:784:2742458 351627:3:2970202 257314:174:1992603 286636:1153:1899804 261594:2115:5503707 170187:864:2160769 373153:864:2046042 299033:840:1999545 279010:4032:8445096 314315:1470:1884588 169963:1344:2944455 289380:770:2921777 444177:1794:4817317 342451:948:2577680 281309:2721:5314648 176279:1199:2643694 387344:935:2340009 405566:452:2080858 272621:124:1993487 262543:909:3040567 272622:930:2597910 272626:1344:3092967 220668:780:3348332 186103:1110:1894944 176280:957:2564104 208435:1612:2160194 362948:969:2133685 498761:845:3075334 264199:1092:1796773 93062:942:2813716 93061:772:2821288 198094:2115:5227220 138119:580:5727461 198466:1110:1900448 386043:1344:2814057 235909:1720:3592520 66692:1191:4303798 272623:814:2365516 334413:6043:1986594 205921:1567:2127766 272563:7949:4297987 359786:942:2936983 359787:942:2936790 335541:45:2936122 273068:155:2689372 391295:1337:2096236 391296:1337:2095625 290402:1357:6000559 340099:180:2362743 418127:785:2880095 158879:785:2839323 158878:785:2903490 319701:1112:1897500 487214:1622:2245542 260799:2115:5228590 315730:2487:5872378 386415:1095:2547647 221109:1127:3630455 498213:690:4106867 498214:692:4259545 272562:374:4132734 321967:944:2924179 322159:1092:1863959 203123:168:1780444 203120:544:2075617 451516:785:2899810 211110:1562:2211412 324831:214:1894287 293826:1980:4929493 160490:976:1852360 160491:1110:1841198 315749:2489:4094013 292459:364:3566062 326423:2758:3918516 416870:930:2529405 278197:665:1832314 
340047	340047:968896:1009950 
441768	441768:1495623:1496919 
773	283166:10271:1930974 382640:14165:2642258 283165:4911:1581311 360095:1843:1444948 
367928	367928:2081130:2089572 
282459	282459:63859:2820308 
282458	282458:1236001:2902546 
31979	350688:264:3123485 289380:130:2921777 935198:319:3847823 498214:246:4259545 498213:317:4106867 431943:175:4023654 441772:387:4012772 441771:344:3760487 441770:344:3863377 195102:104:3085594 195103:104:3256610 272562:196:4132734 212717:36:2873187 293826:180:4929493 413999:387:3903114 290402:406:6000559 
159087	159087:4496468:4501031 
780	452659:9447:1268128 293613:12928:1159699 272944:9807:1268682 293614:5288:1230987 416276:11709:1376038 272947:5309:1111450 257363:4699:1111423 315456:10222:1587021 336407:4005:1522003 392021:9410:1257637 391896:3685:1528907 
187420	187420:1750999:1751304 
783	452659:625235:1268128 392021:625769:1257637 
69277	266835:507:7596078 266779:501:4934893 
257311	257311:918333:4773478 
257313	257313:1649036:4086116 
390235	390235:5595002:5774257 
269484	269484:1312644:1314957 
278197	278197:1819956:1832314 
281309	281309:1761249:5314648 
320372	320372:700719:7307908 
386043	386043:2709195:2814057 
83558	138677:1209202:1226492 115713:1214593:1230157 182082:1206913:1225862 115711:1225650:1229780 
164546	164546:6357924:6476303 
2335	126740:1143795:1877620 243274:754028:1860652 390874:925562:1823438 
83553	218497:4825:1144304 264202:5223:1173645 227941:6135:1181210 
178306	178306:2210294:2222357 
243365	243365:4741384:4751007 
302409	302409:846264:1499847 
334380	334380:1639733:2008914 
449447	449447:5840349:5842722 
391735	391735:5592118:5597797 
377628	377628:9442:4646067 
2191	368407:180:2478028 410358:266:1804889 323259:576:3544665 456442:136:2542870 
183190	183190:24412:2521002 
224914	224914:273034:3294785 
224915	224915:617594:618233 
407148	407148:646613:1628042 
392500	392500:5887664:5935330 
169963	169963:2518197:2944455 
349307	349307:1879244:1879398 
269797	269797:4864401:4873620 
157	243276:174:1137938 455434:174:1139384 243275:164:2843128 
29547	195099:471:1777758 85963:334:1643758 85962:308:1667794 192222:471:1641408 235279:150:1799073 360109:471:1845033 382638:330:1557442 360107:408:1714805 387093:898:2562204 354242:456:1698833 387092:451:1877858 360104:339:2099194 360105:450:1971191 360106:471:1773542 273121:540:2110282 367737:705:2341178 407148:471:1628042 326298:624:2201488 357544:336:1605590 
2207	192952:9167:4096272 269797:8463:4873620 188937:12723:5751419 
1428	412694:266642:5312884 281309:270400:5314648 
413404	413404:1159372:1160709 
336407	336407:156866:1522003 
1585	321956:1242458:1856878 390333:1250343:1864925 
731	205914:1004993:2012732 228400:1003559:2263784 
242619	242619:1224018:2343403 
255470	255470:638122:1395429 
405441	405441:58696:2573841 
405440	405440:1359772:2475057 
198215	198215:40299:4599281 
458234	458234:39481:1890836 
404589	404589:5272915:5277917 
405566	405566:2015961:2080858 
331272	331272:385339:7702548 
235909	235909:3543731:3592520 
784	334380:368956:2008914 357244:410936:2126978 
632	349746:716359:4686795 229193:748407:4802852 377628:776421:4646067 187410:765153:4701599 360102:774878:4879544 214092:705946:4733426 386656:729188:4725643 
1358	272623:145092:2365516 272622:129013:2597910 416870:125759:2529405 
469	400667:10518:4001238 509170:10763:3589856 405416:12391:3996542 509173:12031:3936218 62977:14314:3598548 
468	349106:593:2994830 259536:640:2650628 509173:1106:3936218 509170:817:3589856 400667:937:4001238 335284:560:3100951 62977:1448:3598548 405416:1119:3996542 
171549	431947:448:2354813 272559:665:5241554 242619:448:2343403 295405:717:5310844 435590:10798:5163116 435591:22296:4811306 226186:12603:6293253 
288705	288705:3151667:3155177 
1219	74547:276967:2410800 74546:53738:1709131 59920:456442:1842826 93059:2005:1688890 59919:7981:1657917 59922:276732:2682602 93060:60973:1738717 167539:1937:1751007 167555:456285:1864658 146891:133681:1669813 167546:121354:1641806 167542:7640:1704103 
441952	441952:303474:1893813 
156889	156889:4718413:4719508 
416870	416870:1401371:2529405 
167546	167546:1519616:1641806 
49546	376686:453:6096799 402612:697:2860309 411154:306:3798392 
419665	419665:1568659:1569427 
85025	247156:1869:6292125 101510:1993:9702445 
398767	398767:3990511:3994728 
205918	205918:5898162:6093625 
72293	85963:232:1643758 85962:232:1667794 273121:1087:2110282 326298:136:2201488 357544:232:1605590 235279:324:1799073 382638:222:1557442 
72294	195099:81:1777758 354242:81:1698833 192222:81:1641408 360109:81:1845033 360104:12:2099194 360105:3:1971191 360106:3:1773542 360107:6:1714805 367737:175:2341178 407148:81:1628042 
205913	205913:924107:2389307 
351348	351348:4743905:4779543 
205914	205914:1001138:2012732 
167542	167542:1695634:1704103 
53246	342610:31:5186932 326442:18:3850126 
81850	203123:114:1780444 203120:242:2075617 349519:181:1896249 
272569	272569:4273138:4273985 
397948	397948:2077248:2077494 
273036	273036:1160083:2742458 
68336	194439:4:2154873 290318:2:1966785 319225:4:2364769 340177:1:2572006 309807:2:3587182 
329726	329726:10897568:10899575 
394221	394221:3367790:3368707 
182082	182082:17044:1225862 
205922	205922:6383919:6438332 
351160	351160:3179782:3179843 
412022	412022:9034:5742157 
273063	273063:2693800:2694683 
381754	381754:5832320:6588266 
272562	272562:4126579:4132734 
120961	383372:1747:5723225 357808:1697:5801525 
203119	203119:3841402:3843228 
176299	176299:5665345:5673966 
259564	259564:2574387:2574959 
390236	390236:1167519:1201017 
62928	62928:4367443:4375967 
391295	391295:150616:2096236 
391296	391296:151885:2095625 
405948	405948:8208848:8212732 
641	243277:3469:4033318 338187:8093:6058158 298386:9274:6403061 223926:8403:5165624 216895:5438:5126550 196600:5528:5259867 345073:3765:4132173 312309:12490:4273499 
283165	283165:1574139:1581311 
204441	349163:44:3962423 391165:6:2708282 290633:12:2921946 342108:97:4967075 272568:13:3999372 269796:27:4406411 
273068	273068:2653284:2689372 
872	882:1162:3773013 391774:1162:3661245 207559:733:3730159 
418127	418127:1408:2880095 
265311	265311:791834:793151 
126740	126740:725119:1877620 
36826	498214:228132:4259545 413999:1936443:3903114 441771:2006203:3760487 441770:2025230:3863377 
36827	498213:1299:4106867 935198:1145:3847823 
9	198804:1025:641381 372461:211:416307 107806:1092:655506 224915:272:618233 
345073	345073:967856:4132173 
2039	218496:753316:925865 203267:754686:927230 
444158	444158:1607946:1744120 
344609	344609:599219:4874221 
190192	190192:1694886:1694896 
243090	243090:7145015:7145503 
323850	323850:4571355:4602521 
189518	189518:1282754:4697988 
425104	425104:5464630:5517601 
52972	296591:3028:5898457 365044:3575:5365486 
456442	456442:2542636:2542870 
246200	246200:4594653:4600902 
273075	273075:1563224:1564833 
111527	357348:4401546:7089103 243160:5047722:5835381 271848:345403:6723826 412022:4978968:5742157 320373:4023571:7040257 320372:4417288:7307908 320388:4538885:5232255 320389:5068716:5848234 272560:4464047:7247401 
203122	203122:5055280:5057458 
203123	203123:1768429:1780444 
203120	203120:2048784:2075617 
399550	399550:1570026:1570412 
290434	290434:954084:986695 
203124	203124:7748929:7750035 
391165	391165:2704741:2708282 
211110	211110:594781:2211412 
400668	400668:5092740:5100271 
359391	359391:4979:3278161 
400667	400667:1835573:4001238 
43989	43989:5458539:5459939 
293826	293826:4920903:4929493 
160490	160490:39213:1852360 
356	316057:1167:4892644 316056:1059:5513771 316055:1052:5505421 266779:2474:4934893 419610:2546:5471081 470137:4117:3324461 316058:829:5331583 323097:683:5011230 224911:1050:9105755 438753:1653:5369699 347834:2471:6529717 224914:4146:3294785 262698:4378:3286299 216596:2867:7750798 283166:1858:1930974 395963:1304:4418397 283165:1553:1581311 439375:6316:5205339 323098:471:3402020 266835:3777:7596078 266834:3149:6691475 483179:4047:3312623 382640:2094:2642258 258594:1642:5467494 360095:1969:1444948 426117:2469:7736806 402881:235:3914672 430066:4337:3283790 366394:3063:6817284 114615:1380:7456514 78245:1897:5624952 204722:4019:3315029 444178:4344:3275444 359391:4049:3278161 288000:1211:8493367 426355:2830:6898453 176299:3178:5673966 
160492	160492:2078835:2731531 
315749	315749:4039326:4094013 
326298	326298:2199651:2201488 
213462	56780:4:3179227 335543:1:4990178 
402881	402881:3901170:3914672 
516950	516950:535726:2209125 
198214	198214:97152:4828674 
768	234826:678:1197614 212042:696:1471209 
316278	316278:2221344:2224841 
183963	478009:133:2668411 272569:161:4273985 348780:138:2749477 64091:116:2570791 362976:453:3179215 
210	85963:157906:1643758 85962:263320:1667794 357544:261400:1605590 
323098	323098:3395016:3402020 
316273	316273:4867486:5419787 
83333	316385:589175:4686064 511145:575374:4641579 
83331	83331:52279:4403764 
766	234826:9:1197614 357244:3:2126978 269484:5:1314957 302409:8:1499847 452659:24:1268128 293613:24:1159699 334380:3:2008914 272944:24:1268682 293614:24:1230987 416276:69:1376038 272947:19:1111450 391896:25:1528907 257363:19:1111423 315456:24:1587021 336407:25:1522003 392021:24:1257637 254945:8:1512904 163164:3:1267709 205920:8:1176175 222891:4:858933 212042:9:1471209 
83334	155864:2098865:5620376 386585:2014407:5594258 
316274	316274:6784572:6785211 
340177	340177:2570993:2572006 
438753	438753:5362191:5369699 
262698	262698:9783:3286299 
196627	196627:2011539:3309328 
209261	209261:52304:4791888 
201174	405948:4:8212732 164757:21:6048352 164756:21:5920377 266117:48:3225675 196162:1:5293539 189918:21:6255860 
196620	196620:37285:2820389 
259536	259536:2605554:2650628 
350054	350054:5711694:5982537 
452638	452638:1555085:1560396 
29461	204722:3900:3315029 470137:3822:3324461 
1773	83332:233936:4411459 83331:189162:4403764 336982:202467:4424362 419947:235803:4419904 
1076	316057:40998:4892644 316056:35281:5513771 316055:28970:5505421 258594:28595:5467494 316058:39610:5331583 
264462	264462:3782685:3782877 
350058	350058:6339985:6491792 
314315	314315:1871121:1884588 
107806	107806:653980:655506 
397945	397945:5333472:5352699 
1678	205913:5634:2389307 367928:7591:2089572 206672:6760:2260120 
273057	273057:2991739:2992172 
323261	323261:3521185:3521965 
33988	357244:163:2126978 452659:130:1268128 293613:74:1159699 334380:143:2008914 272944:130:1268682 293614:130:1230987 416276:130:1376038 272947:74:1111450 257363:151:1111423 315456:130:1587021 336407:130:1522003 392021:130:1257637 391896:130:1528907 
69541	398767:2546:3994728 243231:1280:3814055 338963:465:3665820 351605:1233:5136291 338966:5980:4240900 269799:1225:4011036 
224308	224308:4166865:4215533 
287	381754:707958:6588266 208964:3543483:6264331 208963:3550721:6537575 
286	264730:20259:6112229 205918:21109:6093625 220664:25924:7074820 76869:52369:6078357 208963:10654:6537575 223283:17951:6538041 390235:49610:5774257 381754:21415:6588266 351746:43709:5959891 205922:29989:6438332 160488:49137:6181790 384676:85924:5888707 208964:9545:6264331 379731:26941:4567345 399739:17471:5072734 
416269	416269:884647:2274409 
1096	331678:529:2736330 290317:369:3133829 
349124	349124:2677278:2678379 
272557	272557:1669402:1669623 
1091	340177:337:2572006 290318:1153:1966785 331678:1131:2736330 290317:479:3133829 
365044	365044:5352462:5365486 
436114	436114:1838108:1838369 
272559	272559:1989555:5241554 
272558	272558:4190042:4202279 
229193	229193:51394:4802852 
672	196600:2142562:5259867 216895:2144726:5126550 
254945	254945:859209:1512904 
263	393115:1617730:1892543 393011:1487877:1895654 177416:1618359:1892702 401614:841088:1909958 441952:1577713:1893813 458234:1480884:1890836 418136:1700524:1898403 119857:1491608:1895921 
262	393115:12086:1892543 393011:11625:1895654 177416:12086:1892702 401614:20851:1909958 441952:11951:1893813 458234:11971:1890836 418136:13306:1898403 484022:23266:2049565 119857:11532:1895921 
32022	407148:350077:1628042 192222:283363:1641408 354242:409747:1698833 
60481	60481:3094477:4798963 
60480	60480:2967410:4706214 
213849	195099:312:1777758 85963:191:1643758 85962:140:1667794 192222:192:1641408 235279:78:1799073 360109:312:1845033 382638:192:1557442 360107:75:1714805 354242:189:1698833 360104:310:2099194 360105:249:1971191 360106:261:1773542 273121:87:2110282 367737:695:2341178 407148:315:1628042 326298:474:2201488 357544:142:1605590 
314225	314225:3049868:3052325 
509173	509173:1706556:3936218 
509170	509170:1956541:3589856 
224911	224911:9090142:9105755 
399739	399739:5046689:5072734 
203907	203907:704777:705484 
426430	426430:71073:2878824 
391774	391774:1471509:3661245 
193567	193567:6823:1894202 
75787	159087:752:4501031 76114:2497:4727036 62928:3085:4375967 
2259	69014:770:2088664 70601:547:1738432 272844:624:1768416 186497:683:1908183 
68525	398767:32:3994728 448385:36:13033706 354242:9:1698833 192222:9:1641408 195099:9:1777758 243231:5:3814055 351605:23:5136291 338963:31:3665820 360105:3:1971191 360104:3:2099194 338966:3:4240900 360106:8:1773542 360109:9:1845033 269799:22:4011036 367737:10:2341178 407148:8:1628042 264462:2:3782877 246197:20:9139690 
386656	386656:79283:4725643 
935198	935198:3826981:3847823 
242231	242231:1770492:2153849 
122587	122587:703446:2184333 
266264	266264:6749607:6913060 
298386	298386:6377210:6403061 
72276	187272:615:3275871 349124:512:2678379 
203692	224326:8:1519602 290434:8:986695 390236:8:1201017 
72274	264730:309:6112229 349106:78:2994830 381754:159:6588266 205922:369:6438332 76869:373:6078357 160488:375:6181790 384676:361:5888707 208964:91:6264331 208963:113:6537575 220664:306:7074820 259536:236:2650628 351746:322:5959891 379731:160:4567345 205918:309:6093625 509173:188:3936218 509170:70:3589856 400667:70:4001238 223283:305:6538041 390235:425:5774257 335284:236:3100951 62977:100:3598548 405416:207:3996542 399739:258:5072734 
349747	349747:1086542:4934906 
349746	349746:111265:4686795 
110662	110662:2500741:2510586 
504474	504474:2313428:2369146 
186801	477974:128:2349403 264732:100:2628711 399726:872:2457186 289380:12:2921777 370438:268:3025302 351627:178:2970202 431943:374:4023654 340099:508:2362743 335541:46:2936122 138119:50:5727461 349161:275:3608031 195102:10:3085594 195103:10:3256610 203119:146:3843228 498761:400:3075334 272563:11:4297987 935198:14:3847823 246194:170:2401447 273068:362:2689372 292459:47:3566062 
195099	195099:657523:1777758 
360102	360102:25151:4879544 
290338	290338:4551974:4735138 
316279	316279:2226668:2234755 
360105	360105:1965085:1971191 
360106	360106:1769190:1773542 
269798	269798:4432440:4433145 
395963	395963:4415945:4418397 
187272	187272:3274023:3275871 
286636	286636:281540:1899804 
349163	349163:3959767:3962423 
28231	269799:2419:4011036 398767:830:3994728 351605:531:5136291 243231:2302:3814055 
1854	326424:10138:7497861 106370:10537:5433555 298653:6728:8981969 
262722	262722:369988:920006 
34035	387093:7:2562204 387092:8:1877858 
399742	399742:4641828:4676315 
235279	235279:1798252:1799073 
32049	32049:3407921:3409424 
1396	222523:188860:5432506 226900:98942:5426937 288681:168293:5842797 
375451	375451:4329426:4330869 
911	323097:3608:5011230 323098:3117:3402020 
1392	261594:1617937:5503707 260799:1608888:5228590 198094:1616886:5227220 
103690	103690:6891323:7211278 
85620	322098:36193:723605 262768:47443:853019 
393115	393115:600:1892543 
303	390235:113983:5774257 76869:234467:6078357 351746:1452894:5959891 160488:1427768:6181790 
188708	243274:9:1860652 403833:192:2169475 126740:9:1877620 391009:76:1915165 381764:224:1948868 
188709	126740:8614:1877620 243274:6567:1860652 416591:8846:2135269 390874:6658:1823438 
458817	458817:5131391:5226844 
59201	321314:3100947:4943781 220341:2450580:5133494 209261:2452362:4791888 99287:3381220:4951225 1016998:3280965:4858814 
390333	390333:574351:1864925 
167555	167555:1407651:1864658 
399741	399741:5467110:5495511 
498761	498761:3071083:3075334 
393595	393595:3102831:3120070 
39152	444158:131776:1744120 402880:99168:1788900 267377:43579:1661064 426368:118933:1772621 
114292	257363:29984:1111423 272947:30456:1111450 
168694	369723:33957:5183258 391037:33813:5786288 
505682	505682:3015:751606 
374	288000:37096:8493367 114615:37520:7456514 224911:6408:9105755 
283942	283942:2829572:2839245 
213118	177439:7:3659415 96561:1:3944094 
262719	262719:277399:897332 
321332	321332:2915374:3046609 
243243	243243:3064081:5475418 
434271	434271:852059:2241989 
272633	272633:1358389:1358560 
80864	232721:7168:4584935 365044:2972:5365486 296591:1392:5898457 391735:1739:5597797 397945:5568:5352699 338969:2835:4969638 398578:12702:6767441 
272635	272635:963750:963806 
419610	419610:5457588:5471081 
71421	71421:803638:1830065 
415426	415426:1666436:1667090 
354242	354242:530540:1698833 
292805	292805:1078983:1080011 
183924	415426:39:1667090 453591:45:1297465 273057:11:2992172 368408:32:1813247 399549:2:2191444 273063:37:2694683 399550:9:1570412 330779:10:2225886 
299033	299033:1990080:1999545 
322159	322159:656280:1863959 
300269	300269:888280:5054951 
300268	300268:452690:4646374 
291272	291272:790767:791581 
300267	300267:1677950:4560692 
257309	257309:2476752:2488562 
392499	392499:5911498:5915027 
31969	340047:1041:1009950 265311:1165:793151 243273:2:580003 272632:938:1211630 
273121	273121:2108187:2110282 
263820	263820:1545792:1545822 
273123	273123:626560:4840679 
1637	265669:150623:2905114 169963:134208:2944455 386043:97398:2814057 272626:190486:3092967 
1639	265669:287310:2905114 169963:284634:2944455 
717610	223926:42131:5165624 338187:40723:6058158 
342451	342451:2558382:2577680 
31964	31964:3270646:3403567 
511145	511145:49111:4641579 
176279	176279:697063:2643694 
233150	233150:1000588:1012727 
264201	264201:2414328:2414392 
264202	264202:1167071:1173645 
264203	264203:2053787:2056290 
243276	243276:17368:1137938 
243277	243277:874625:4033318 
243274	243274:1099965:1860652 
243275	243275:2842651:2843128 
481805	481805:524588:4746145 
291331	291331:476848:4941366 
